Department Name,Measure ID,Measure Name,Frequency,Fiscal Year,Result,Goal,Long Term Goal,Data as of Date,Frequency of Goal,Supports Goal Value,Supports Goal,Dashboard Indicator Value,Dashboard Indicator,Legend
Fire,1543,Percent of arson cases cleared by arrest,Annual,2011,53,33,,9/30/11 0:00,Annual,0,No,0,No,
Fire,1543,Percent of arson cases cleared by arrest,Annual,2012,45,33,,9/30/12 0:00,Annual,0,No,0,No,
Fire,1543,Percent of arson cases cleared by arrest,Annual,2013,54,33,,9/30/13 0:00,Annual,0,No,0,No,
Fire,1543,Percent of arson cases cleared by arrest,Annual,2014,51,35,,9/30/14 0:00,Annual,0,No,0,No,
Fire,1543,Percent of arson cases cleared by arrest,Annual,2015,39,40,,9/30/15 0:00,Annual,1,Yes,0,No,
Fire,8032,Percent of cardiac arrest due to cardiac cause that arrive at hospital with a pulse,Annual,2012,38,,,9/30/12 0:00,Annual,1,Yes,0,No,
Fire,8032,Percent of cardiac arrest due to cardiac cause that arrive at hospital with a pulse,Annual,2013,32,,,9/30/13 0:00,Annual,1,Yes,0,No,
Fire,8032,Percent of cardiac arrest due to cardiac cause that arrive at hospital with a pulse,Annual,2014,35,40,,9/30/14 0:00,Annual,1,Yes,0,No,
Fire,8032,Percent of cardiac arrest due to cardiac cause that arrive at hospital with a pulse,Annual,2015,32,40,,9/30/15 0:00,Annual,1,Yes,0,No,
Fire,7061,Percent of customers satisfied with the quality of AFD services,Annual,2010,90,90,,9/30/10 0:00,Annual,0,No,0,No,
Fire,7061,Percent of customers satisfied with the quality of AFD services,Annual,2011,91,90,,9/30/11 0:00,Annual,1,Yes,0,No,
Fire,7061,Percent of customers satisfied with the quality of AFD services,Annual,2012,92,90,,9/30/12 0:00,Annual,1,Yes,0,No,
Fire,7061,Percent of customers satisfied with the quality of AFD services,Annual,2013,90,90,,9/30/13 0:00,Annual,1,Yes,0,No,
Fire,7061,Percent of customers satisfied with the quality of AFD services,Annual,2014,92,90,,9/30/14 0:00,Annual,1,Yes,0,No,
Fire,7061,Percent of customers satisfied with the quality of AFD services,Annual,2015,90,90,,9/30/15 0:00,Annual,1,Yes,0,No,
Fire,1480,Percent of emergency incidents where the amount of time between call receipt and the arrival of AFD unit is 8 minutes or less,Annual,2010,84.3,85,,9/30/10 0:00,Annual,0,No,0,No,
Fire,1480,Percent of emergency incidents where the amount of time between call receipt and the arrival of AFD unit is 8 minutes or less,Annual,2011,86.2,85,,9/30/11 0:00,Annual,0,No,1,Yes,
Fire,1480,Percent of emergency incidents where the amount of time between call receipt and the arrival of AFD unit is 8 minutes or less,Annual,2012,86,85,,9/30/12 0:00,Annual,0,No,1,Yes,
Fire,1480,Percent of emergency incidents where the amount of time between call receipt and the arrival of AFD unit is 8 minutes or less,Annual,2013,85,85,,9/30/13 0:00,Annual,1,Yes,1,Yes,
Fire,1480,Percent of emergency incidents where the amount of time between call receipt and the arrival of AFD unit is 8 minutes or less,Annual,2014,85,85,90,9/30/14 0:00,Annual,1,Yes,1,Yes,
Fire,1480,Percent of emergency incidents where the amount of time between call receipt and the arrival of AFD unit is 8 minutes or less,Annual,2015,85,88,90,9/30/15 0:00,Annual,1,Yes,1,Yes,
Fire,6763,Percent of structure fires confined to room of origin,Annual,2010,82,80,,9/30/10 0:00,Annual,0,No,0,No,
Fire,6763,Percent of structure fires confined to room of origin,Annual,2011,81,82,,9/30/11 0:00,Annual,1,Yes,1,Yes,
Fire,6763,Percent of structure fires confined to room of origin,Annual,2012,86,82,,9/30/12 0:00,Annual,1,Yes,1,Yes,
Fire,6763,Percent of structure fires confined to room of origin,Annual,2013,82,82,,9/30/13 0:00,Annual,1,Yes,1,Yes,
Fire,6763,Percent of structure fires confined to room of origin,Annual,2014,83,82,,9/30/14 0:00,Annual,1,Yes,1,Yes,
Fire,6763,Percent of structure fires confined to room of origin,Annual,2015,84,85,,9/30/15 0:00,Annual,1,Yes,1,Yes,
Health and Human Services,7809,% of households enrolled in self-sufficiency case management who report a reduction or elimination of income barriers,Annual,2013,73,75,,9/30/13 0:00,Annual,1,Yes,0,No,
Health and Human Services,7809,% of households enrolled in self-sufficiency case management who report a reduction or elimination of income barriers,Annual,2014,66,75,,9/30/14 0:00,Annual,0,No,0,No,
Health and Human Services,7809,% of households enrolled in self-sufficiency case management who report a reduction or elimination of income barriers,Annual,2015,60,75,,9/30/15 0:00,Annual,0,No,0,No,
Health and Human Services,1880,Number of client visits at the Shots for Tots Clinics for Vaccines for Children (VFC) eligible children ages 0-18,Annual,2010,17084,15000,,9/30/10 0:00,Annual,0,No,0,No,
Health and Human Services,1880,Number of client visits at the Shots for Tots Clinics for Vaccines for Children (VFC) eligible children ages 0-18,Annual,2011,9934,17250,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,1880,Number of client visits at the Shots for Tots Clinics for Vaccines for Children (VFC) eligible children ages 0-18,Annual,2012,7960,16000,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,1880,Number of client visits at the Shots for Tots Clinics for Vaccines for Children (VFC) eligible children ages 0-18,Annual,2013,6994,12000,,9/30/13 0:00,Annual,0,No,1,Yes,
Health and Human Services,1880,Number of client visits at the Shots for Tots Clinics for Vaccines for Children (VFC) eligible children ages 0-18,Annual,2014,7583,12000,,9/30/14 0:00,Annual,1,Yes,1,Yes,
Health and Human Services,1880,Number of client visits at the Shots for Tots Clinics for Vaccines for Children (VFC) eligible children ages 0-18,Annual,2015,7541,10000,,9/30/15 0:00,Annual,1,Yes,1,Yes,
Health and Human Services,1984,"Number of development encounters for youth 10-24 (leadership, healthy decision making, sexual health ed.)",Annual,2010,2062,1500,,9/30/10 0:00,Annual,0,No,0,No,
Health and Human Services,1984,"Number of development encounters for youth 10-24 (leadership, healthy decision making, sexual health ed.)",Annual,2011,1475,1700,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,1984,"Number of development encounters for youth 10-24 (leadership, healthy decision making, sexual health ed.)",Annual,2012,1150,1000,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,1984,"Number of development encounters for youth 10-24 (leadership, healthy decision making, sexual health ed.)",Annual,2013,1002,1000,,9/30/13 0:00,Annual,1,Yes,0,No,
Health and Human Services,1984,"Number of development encounters for youth 10-24 (leadership, healthy decision making, sexual health ed.)",Annual,2014,2007,1000,,9/30/14 0:00,Annual,1,Yes,0,No,
Health and Human Services,1984,"Number of development encounters for youth 10-24 (leadership, healthy decision making, sexual health ed.)",Annual,2015,2750,1200,,9/30/15 0:00,Annual,1,Yes,0,No,
Health and Human Services,1956,Number of routine inspections per fixed food establishment (City),Annual,2010,1.75,2,,9/30/10 0:00,Annual,0,No,0,No,
Health and Human Services,1956,Number of routine inspections per fixed food establishment (City),Annual,2011,1.83,2,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,1956,Number of routine inspections per fixed food establishment (City),Annual,2012,1.78,2,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,1956,Number of routine inspections per fixed food establishment (City),Annual,2013,1.73,2,,9/30/13 0:00,Annual,0,No,0,No,
Health and Human Services,1956,Number of routine inspections per fixed food establishment (City),Annual,2014,1.64,2,,9/30/14 0:00,Annual,1,Yes,0,No,
Health and Human Services,1956,Number of routine inspections per fixed food establishment (City),Annual,2015,2.1,2,,9/30/15 0:00,Annual,0,No,0,No,
Health and Human Services,8148,Number of Tobacco related deaths,Annual,2011,720,,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,8148,Number of Tobacco related deaths,Annual,2012,775,,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,8148,Number of Tobacco related deaths,Annual,2013,796,,,9/30/13 0:00,Annual,0,No,0,No,
Health and Human Services,8148,Number of Tobacco related deaths,Annual,2014,810,,,9/30/14 0:00,Annual,0,No,0,No,
Health and Human Services,8148,Number of Tobacco related deaths,Annual,2015,729,772,,9/30/15 0:00,Annual,0,No,0,No,
Health and Human Services,1902,Percent of all reportable infectious diseases that result in a disease intervention,Annual,2010,85,55,,9/30/10 0:00,Annual,0,No,0,No,
Health and Human Services,1902,Percent of all reportable infectious diseases that result in a disease intervention,Annual,2011,78,80,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,1902,Percent of all reportable infectious diseases that result in a disease intervention,Annual,2012,77,78,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,1902,Percent of all reportable infectious diseases that result in a disease intervention,Annual,2013,73,75,,9/30/13 0:00,Annual,0,No,0,No,
Health and Human Services,1902,Percent of all reportable infectious diseases that result in a disease intervention,Annual,2014,73.5,75,,9/30/14 0:00,Annual,1,Yes,0,No,
Health and Human Services,1902,Percent of all reportable infectious diseases that result in a disease intervention,Annual,2015,82,70,,9/30/15 0:00,Annual,1,Yes,0,No,
Health and Human Services,8443,Percent of homeless clients residing in shelters that receive case management services,Annual,2011,25.25,,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,8443,Percent of homeless clients residing in shelters that receive case management services,Annual,2012,23.1,,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,8443,Percent of homeless clients residing in shelters that receive case management services,Annual,2013,22.11,,,9/30/13 0:00,Annual,0,No,0,No,
Health and Human Services,8443,Percent of homeless clients residing in shelters that receive case management services,Annual,2014,24.37,,,9/30/14 0:00,Annual,0,No,0,No,
Health and Human Services,8443,Percent of homeless clients residing in shelters that receive case management services,Annual,2015,22.82,,,9/30/15 0:00,Annual,0,No,0,No,
Health and Human Services,7791,Percent of households served through City of Austin social service contracts that maintain housing or transition into housing from homelessness,Annual,2010,77,,,9/30/10 0:00,Annual,0,No,0,No,
Health and Human Services,7791,Percent of households served through City of Austin social service contracts that maintain housing or transition into housing from homelessness,Annual,2011,75,,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,7791,Percent of households served through City of Austin social service contracts that maintain housing or transition into housing from homelessness,Annual,2012,76,,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,7791,Percent of households served through City of Austin social service contracts that maintain housing or transition into housing from homelessness,Annual,2013,81.47,75,,9/30/13 0:00,Annual,1,Yes,1,Yes,
Health and Human Services,7791,Percent of households served through City of Austin social service contracts that maintain housing or transition into housing from homelessness,Annual,2014,80.25,75,,9/30/14 0:00,Annual,1,Yes,1,Yes,
Health and Human Services,7791,Percent of households served through City of Austin social service contracts that maintain housing or transition into housing from homelessness,Annual,2015,81.26,75,,9/30/15 0:00,Annual,1,Yes,1,Yes,
Health and Human Services,1993,Percent of women enrolled in WIC during pregnancy who subsequently breastfeed their children,Annual,2010,89.1,82,,9/30/10 0:00,Annual,0,No,0,No,
Health and Human Services,1993,Percent of women enrolled in WIC during pregnancy who subsequently breastfeed their children,Annual,2011,90,88,,9/30/11 0:00,Annual,0,No,0,No,
Health and Human Services,1993,Percent of women enrolled in WIC during pregnancy who subsequently breastfeed their children,Annual,2012,91.9,88,,9/30/12 0:00,Annual,0,No,0,No,
Health and Human Services,1993,Percent of women enrolled in WIC during pregnancy who subsequently breastfeed their children,Annual,2013,91.7,90,,9/30/13 0:00,Annual,1,Yes,0,No,
Health and Human Services,1993,Percent of women enrolled in WIC during pregnancy who subsequently breastfeed their children,Annual,2014,93,95,,9/30/14 0:00,Annual,1,Yes,0,No,
Health and Human Services,1993,Percent of women enrolled in WIC during pregnancy who subsequently breastfeed their children,Annual,2015,93.87,95,,9/30/15 0:00,Annual,1,Yes,0,No,
Municipal Court,2353,Average age of terminated cases (days),Annual,2010,268,260,,9/30/10 0:00,Annual,0,No,0,No,
Municipal Court,2353,Average age of terminated cases (days),Annual,2011,263,260,,9/30/11 0:00,Annual,0,No,0,No,
Municipal Court,2353,Average age of terminated cases (days),Annual,2012,256,260,,9/30/12 0:00,Annual,0,No,0,No,
Municipal Court,2353,Average age of terminated cases (days),Annual,2013,229,260,,9/30/13 0:00,Annual,0,No,0,No,
Municipal Court,2353,Average age of terminated cases (days),Annual,2014,212,250,,9/30/14 0:00,Annual,0,No,0,No,
Municipal Court,2353,Average age of terminated cases (days),Annual,2015,184,230,,9/30/15 0:00,Annual,0,No,0,No,
Municipal Court,2361,Cases terminated vs cases filed,Annual,2010,111.64,93.06,,9/30/10 0:00,Annual,0,No,0,No,
Municipal Court,2361,Cases terminated vs cases filed,Annual,2011,113.78,104.63,,9/30/11 0:00,Annual,0,No,0,No,
Municipal Court,2361,Cases terminated vs cases filed,Annual,2012,109.99,99.19,,9/30/12 0:00,Annual,0,No,0,No,
Municipal Court,2361,Cases terminated vs cases filed,Annual,2013,101.6,101.06,,9/30/13 0:00,Annual,0,No,0,No,
Municipal Court,2361,Cases terminated vs cases filed,Annual,2014,103.25,102.61,,9/30/14 0:00,Annual,0,No,0,No,
Municipal Court,2361,Cases terminated vs cases filed,Annual,2015,109.21,105.88,,9/30/15 0:00,Annual,0,No,0,No,
Municipal Court,2479,Level of citizen satisfaction as indicated by the City of Austin Citizen Survey,Annual,2010,87,80,,9/30/10 0:00,Annual,0,No,0,No,
Municipal Court,2479,Level of citizen satisfaction as indicated by the City of Austin Citizen Survey,Annual,2011,88,80,,9/30/11 0:00,Annual,0,No,0,No,
Municipal Court,2479,Level of citizen satisfaction as indicated by the City of Austin Citizen Survey,Annual,2012,88,80,,9/30/12 0:00,Annual,0,No,0,No,
Municipal Court,2479,Level of citizen satisfaction as indicated by the City of Austin Citizen Survey,Annual,2013,85,85,,9/30/13 0:00,Annual,0,No,0,No,
Municipal Court,2479,Level of citizen satisfaction as indicated by the City of Austin Citizen Survey,Annual,2014,87,88,,9/30/14 0:00,Annual,0,No,0,No,
Municipal Court,2479,Level of citizen satisfaction as indicated by the City of Austin Citizen Survey,Annual,2015,87,88,,9/30/15 0:00,Annual,0,No,0,No,
Municipal Court,2366,Number of cases filed - Total,Annual,2010,369053,444733,,9/30/10 0:00,Annual,0,No,0,No,
Municipal Court,2366,Number of cases filed - Total,Annual,2011,341036,400038,,9/30/11 0:00,Annual,0,No,0,No,
Municipal Court,2366,Number of cases filed - Total,Annual,2012,323513,432000,,9/30/12 0:00,Annual,0,No,0,No,
Municipal Court,2366,Number of cases filed - Total,Annual,2013,364930,395000,,9/30/13 0:00,Annual,0,No,0,No,
Municipal Court,2366,Number of cases filed - Total,Annual,2014,369906,368684,,9/30/14 0:00,Annual,0,No,0,No,
Municipal Court,2366,Number of cases filed - Total,Annual,2015,351757,362500,,9/30/15 0:00,Annual,0,No,0,No,
Municipal Court,2362,Number of cases set on scheduled dockets and appearing at walk-in dockets,Annual,2010,158597,137000,,9/30/10 0:00,Annual,0,No,0,No,
Municipal Court,2362,Number of cases set on scheduled dockets and appearing at walk-in dockets,Annual,2011,140820,165500,,9/30/11 0:00,Annual,0,No,0,No,
Municipal Court,2362,Number of cases set on scheduled dockets and appearing at walk-in dockets,Annual,2012,115939,160000,,9/30/12 0:00,Annual,0,No,0,No,
Municipal Court,2362,Number of cases set on scheduled dockets and appearing at walk-in dockets,Annual,2013,115545,150000,,9/30/13 0:00,Annual,0,No,0,No,
Municipal Court,2362,Number of cases set on scheduled dockets and appearing at walk-in dockets,Annual,2014,116025,124000,,9/30/14 0:00,Annual,0,No,0,No,
Municipal Court,2362,Number of cases set on scheduled dockets and appearing at walk-in dockets,Annual,2015,109628,122000,,9/30/15 0:00,Annual,0,No,0,No,
Municipal Court,2355,Percent of cases set on a docket within 60 days,Annual,2010,94.65,90,,9/30/10 0:00,Annual,0,No,0,No,
Municipal Court,2355,Percent of cases set on a docket within 60 days,Annual,2011,94.67,95,,9/30/11 0:00,Annual,1,Yes,0,No,
Municipal Court,2355,Percent of cases set on a docket within 60 days,Annual,2012,96.66,95,,9/30/12 0:00,Annual,1,Yes,0,No,
Municipal Court,2355,Percent of cases set on a docket within 60 days,Annual,2013,97.73,97,,9/30/13 0:00,Annual,1,Yes,0,No,
Municipal Court,2355,Percent of cases set on a docket within 60 days,Annual,2014,97.52,97,,9/30/14 0:00,Annual,1,Yes,0,No,
Municipal Court,2355,Percent of cases set on a docket within 60 days,Annual,2015,96.88,97,,9/30/15 0:00,Annual,1,Yes,0,No,
Municipal Court,7871,Percent of customers served within 10 minutes,Annual,2010,65.85,70,,9/30/10 0:00,Annual,0,No,0,No,
Municipal Court,7871,Percent of customers served within 10 minutes,Annual,2011,72.03,70,,9/30/11 0:00,Annual,0,No,0,No,
Municipal Court,7871,Percent of customers served within 10 minutes,Annual,2012,80.52,80,,9/30/12 0:00,Annual,0,No,0,No,
Municipal Court,7871,Percent of customers served within 10 minutes,Annual,2013,90,80,,9/30/13 0:00,Annual,0,No,0,No,
Municipal Court,7871,Percent of customers served within 10 minutes,Annual,2014,96,90,,9/30/14 0:00,Annual,0,No,0,No,
Municipal Court,7871,Percent of customers served within 10 minutes,Annual,2015,92,93,,9/30/15 0:00,Annual,0,No,0,No,
Municipal Court,7732,Percent of frequent offenders who complete rehabilitative recommendations,Annual,2013,67.07,52,,9/30/13 0:00,Annual,0,No,0,No,
Municipal Court,7732,Percent of frequent offenders who complete rehabilitative recommendations,Annual,2014,143.33,52,,9/30/14 0:00,Annual,0,No,0,No,
Municipal Court,7732,Percent of frequent offenders who complete rehabilitative recommendations,Annual,2015,52.94,52,,9/30/15 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7036,Number of affordable rental units newly constructed and/or preserved through capital investment,Annual,2010,262,,,9/30/10 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7036,Number of affordable rental units newly constructed and/or preserved through capital investment,Annual,2011,479,216,,9/30/11 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7036,Number of affordable rental units newly constructed and/or preserved through capital investment,Annual,2012,517,275,,9/30/12 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7036,Number of affordable rental units newly constructed and/or preserved through capital investment,Annual,2013,156,13,,9/30/13 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7036,Number of affordable rental units newly constructed and/or preserved through capital investment,Annual,2014,87,65,,9/30/14 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7036,Number of affordable rental units newly constructed and/or preserved through capital investment,Annual,2015,191,310,,9/30/15 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7034,Number of housing related services provided to beneficiaries,Annual,2011,3590,2868,,9/30/11 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7034,Number of housing related services provided to beneficiaries,Annual,2012,3456,2500,,9/30/12 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7034,Number of housing related services provided to beneficiaries,Annual,2013,3241,1323,,9/30/13 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7034,Number of housing related services provided to beneficiaries,Annual,2014,3608,2635,,9/30/14 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7034,Number of housing related services provided to beneficiaries,Annual,2015,2719,2906,,9/30/15 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7038,Number of repair services provided to homeowners during the fiscal year,Annual,2010,806,,,9/30/10 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7038,Number of repair services provided to homeowners during the fiscal year,Annual,2011,818,876,,9/30/11 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7038,Number of repair services provided to homeowners during the fiscal year,Annual,2012,708,621,,9/30/12 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7038,Number of repair services provided to homeowners during the fiscal year,Annual,2013,533,656,,9/30/13 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7038,Number of repair services provided to homeowners during the fiscal year,Annual,2014,692,688,,9/30/14 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7038,Number of repair services provided to homeowners during the fiscal year,Annual,2015,622,670,,9/30/15 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7031,Total number of services provided to beneficiaries through all housing and community development activities,Annual,2010,8573,8815,,9/30/10 0:00,Annual,0,No,0,No,
Neighborhood Housing & Community Development,7031,Total number of services provided to beneficiaries through all housing and community development activities,Annual,2011,6621,7974,,9/30/11 0:00,Annual,0,No,1,Yes,
Neighborhood Housing & Community Development,7031,Total number of services provided to beneficiaries through all housing and community development activities,Annual,2012,6461,7500,,9/30/12 0:00,Annual,0,No,1,Yes,
Neighborhood Housing & Community Development,7031,Total number of services provided to beneficiaries through all housing and community development activities,Annual,2013,5984,5245,,9/30/13 0:00,Annual,0,No,1,Yes,
Neighborhood Housing & Community Development,7031,Total number of services provided to beneficiaries through all housing and community development activities,Annual,2014,6420,5593,,9/30/14 0:00,Annual,0,No,1,Yes,
Neighborhood Housing & Community Development,7031,Total number of services provided to beneficiaries through all housing and community development activities,Annual,2015,5555,5695,,9/30/15 0:00,Annual,0,No,1,Yes,
Parks and Recreation,7642,Citizen satisfaction with the appearance of park grounds,Annual,2010,70,,,9/30/10 0:00,Annual,0,No,0,No,
Parks and Recreation,7642,Citizen satisfaction with the appearance of park grounds,Annual,2011,69,,,9/30/11 0:00,Annual,0,No,1,Yes,
Parks and Recreation,7642,Citizen satisfaction with the appearance of park grounds,Annual,2012,71,85,,9/30/12 0:00,Annual,1,Yes,1,Yes,
Parks and Recreation,7642,Citizen satisfaction with the appearance of park grounds,Annual,2013,72,70,,9/30/13 0:00,Annual,1,Yes,1,Yes,
Parks and Recreation,7642,Citizen satisfaction with the appearance of park grounds,Annual,2014,71,71,,9/30/14 0:00,Annual,1,Yes,1,Yes,
Parks and Recreation,7642,Citizen satisfaction with the appearance of park grounds,Annual,2015,71,70,,9/30/15 0:00,Annual,1,Yes,1,Yes,
Parks and Recreation,3033,"Number of city park acres per 1,000 population",Annual,2010,21.68,23.43,,9/30/10 0:00,Annual,0,No,0,No,
Parks and Recreation,3033,"Number of city park acres per 1,000 population",Annual,2011,23.84,21.75,,9/30/11 0:00,Annual,0,No,0,No,
Parks and Recreation,3033,"Number of city park acres per 1,000 population",Annual,2012,23.67,23.81,,9/30/12 0:00,Annual,1,Yes,0,No,
Parks and Recreation,3033,"Number of city park acres per 1,000 population",Annual,2013,23.33,23.81,,9/30/13 0:00,Annual,1,Yes,0,No,
Parks and Recreation,3033,"Number of city park acres per 1,000 population",Annual,2014,23.17,23.81,,9/30/14 0:00,Annual,1,Yes,0,No,
Parks and Recreation,8474,ParkScore Ranking: park quality rating out of 100,Annual,2012,52,,,9/30/12 0:00,Annual,0,No,0,No,
Parks and Recreation,8474,ParkScore Ranking: park quality rating out of 100,Annual,2013,49,,,9/30/13 0:00,Annual,0,No,0,No,
Parks and Recreation,8474,ParkScore Ranking: park quality rating out of 100,Annual,2014,49,,,9/30/14 0:00,Annual,0,No,0,No,
Parks and Recreation,8474,ParkScore Ranking: park quality rating out of 100,Annual,2015,57.5,50,,9/30/15 0:00,Annual,0,No,0,No,
Parks and Recreation,8016,Percent of CIP Spending Plan achieved,Annual,2011,64,,,9/30/11 0:00,Annual,0,No,0,No,
Parks and Recreation,8016,Percent of CIP Spending Plan achieved,Annual,2012,48,,,9/30/12 0:00,Annual,0,No,0,No,
Parks and Recreation,8016,Percent of CIP Spending Plan achieved,Annual,2013,111,,,9/30/13 0:00,Annual,0,No,0,No,
Parks and Recreation,8016,Percent of CIP Spending Plan achieved,Annual,2014,129,85,,9/30/14 0:00,Annual,0,No,0,No,
Parks and Recreation,8016,Percent of CIP Spending Plan achieved,Annual,2015,88,85,,9/30/15 0:00,Annual,0,No,0,No,
Parks and Recreation,6959,Percent of citizens satisfied with recreation programs,Annual,2010,71,,,9/30/10 0:00,Annual,0,No,0,No,
Parks and Recreation,6959,Percent of citizens satisfied with recreation programs,Annual,2011,70,70,,9/30/11 0:00,Annual,0,No,0,No,
Parks and Recreation,6959,Percent of citizens satisfied with recreation programs,Annual,2012,71,73,,9/30/12 0:00,Annual,1,Yes,0,No,
Parks and Recreation,6959,Percent of citizens satisfied with recreation programs,Annual,2013,72,74,,9/30/13 0:00,Annual,1,Yes,0,No,
Parks and Recreation,6959,Percent of citizens satisfied with recreation programs,Annual,2014,73,74,,9/30/14 0:00,Annual,1,Yes,0,No,
Parks and Recreation,6959,Percent of citizens satisfied with recreation programs,Annual,2015,74,74,,9/30/15 0:00,Annual,1,Yes,0,No,
Planning and Zoning,8020,Completion of an Imagine Austin Annual Report by October 1st,Annual,2013,1,1,,9/30/13 0:00,Annual,0,No,0,No,Yes/No
Planning and Zoning,8020,Completion of an Imagine Austin Annual Report by October 1st,Annual,2014,1,1,,9/30/14 0:00,Annual,1,Yes,0,No,Yes/No
Planning and Zoning,8020,Completion of an Imagine Austin Annual Report by October 1st,Annual,2015,1,1,,9/30/15 0:00,Annual,1,Yes,0,No,Yes/No
Planning and Zoning,2710,Number of neighborhood plan rezonings adopted by the City Council,Annual,2010,4,4,,9/30/10 0:00,Annual,0,No,0,No,
Planning and Zoning,2710,Number of neighborhood plan rezonings adopted by the City Council,Annual,2011,2,4,,9/30/11 0:00,Annual,0,No,0,No,
Planning and Zoning,2710,Number of neighborhood plan rezonings adopted by the City Council,Annual,2012,2,2,,9/30/12 0:00,Annual,0,No,0,No,
Planning and Zoning,2710,Number of neighborhood plan rezonings adopted by the City Council,Annual,2013,0,0,,9/30/13 0:00,Annual,0,No,0,No,
Planning and Zoning,2710,Number of neighborhood plan rezonings adopted by the City Council,Annual,2014,0,3,,9/30/14 0:00,Annual,0,No,0,No,
Planning and Zoning,2710,Number of neighborhood plan rezonings adopted by the City Council,Annual,2015,3,0,,9/30/15 0:00,Annual,0,No,0,No,
Planning and Zoning,2711,Number of neighborhood plan rezonings scheduled on Planning Commission agenda,Annual,2010,4,4,,9/30/10 0:00,Annual,0,No,0,No,
Planning and Zoning,2711,Number of neighborhood plan rezonings scheduled on Planning Commission agenda,Annual,2011,2,4,,9/30/11 0:00,Annual,0,No,0,No,
Planning and Zoning,2711,Number of neighborhood plan rezonings scheduled on Planning Commission agenda,Annual,2012,2,2,,9/30/12 0:00,Annual,0,No,0,No,
Planning and Zoning,2711,Number of neighborhood plan rezonings scheduled on Planning Commission agenda,Annual,2013,0,0,,9/30/13 0:00,Annual,0,No,0,No,
Planning and Zoning,2711,Number of neighborhood plan rezonings scheduled on Planning Commission agenda,Annual,2014,3,3,,9/30/14 0:00,Annual,0,No,0,No,
Planning and Zoning,2711,Number of neighborhood plan rezonings scheduled on Planning Commission agenda,Annual,2015,0,0,,9/30/15 0:00,Annual,0,No,0,No,
Planning and Zoning,2690,Number of neighborhood plans adopted by the City Council,Annual,2010,4,4,,9/30/10 0:00,Annual,1,Yes,0,No,
Planning and Zoning,2690,Number of neighborhood plans adopted by the City Council,Annual,2011,2,4,,9/30/11 0:00,Annual,0,No,0,No,
Planning and Zoning,2690,Number of neighborhood plans adopted by the City Council,Annual,2012,2,2,,9/30/12 0:00,Annual,0,No,0,No,
Planning and Zoning,2690,Number of neighborhood plans adopted by the City Council,Annual,2013,0,0,,9/30/13 0:00,Annual,0,No,0,No,
Planning and Zoning,2690,Number of neighborhood plans adopted by the City Council,Annual,2014,0,3,,9/30/14 0:00,Annual,0,No,0,No,
Planning and Zoning,2690,Number of neighborhood plans adopted by the City Council,Annual,2015,3,0,,9/30/15 0:00,Annual,0,No,0,No,
Planning and Zoning,2691,Number of neighborhood plans scheduled on Planning Commission agenda,Annual,2010,4,4,,9/30/10 0:00,Annual,0,No,0,No,
Planning and Zoning,2691,Number of neighborhood plans scheduled on Planning Commission agenda,Annual,2011,2,4,,9/30/11 0:00,Annual,0,No,0,No,
Planning and Zoning,2691,Number of neighborhood plans scheduled on Planning Commission agenda,Annual,2012,2,2,,9/30/12 0:00,Annual,0,No,0,No,
Planning and Zoning,2691,Number of neighborhood plans scheduled on Planning Commission agenda,Annual,2013,0,0,,9/30/13 0:00,Annual,0,No,0,No,
